priority,acquisition_lane,brand,domain,external_product_id,title,product_kind,quality_flags,blocker_code,identity_status,identity_ready,index_serving_eligible,product_intel_high_quality,price_amount,price_currency,availability,canonical_url,destination_url,dry_run_status,dry_run_http_status,dry_run_patch_keys,dry_run_ingredients_chars,dry_run_how_to_chars,dry_run_details_sections_count,requested_source_fields,reviewer_notes
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_b0f1ea21db064e10fd3c19ca,MN45 Itsy Glitzy Hippo: Sparkly Pink Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn45-itsy-glitzy-hippo-3-pack,https://www.missnella.com/products/mn45-itsy-glitzy-hippo-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_9e45e1bfc7097a1b8e678f33,MN46 Elephunky: Sparkly Blue Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn46-elephunky-3-pack,https://www.missnella.com/products/mn46-elephunky-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_80021c42248dccc2725a0f2e,MN47 Sparkly Zebra: Sparkly Lilac Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn47-sparkly-zebra-3-pack,https://www.missnella.com/products/mn47-sparkly-zebra-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_ac4d26e9d3b9ed5adcd695bc,MN48 Croco Dazzle: Sparkly Red Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn48-croco-dazzle-3-pack,https://www.missnella.com/products/mn48-croco-dazzle-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_6160f76488ee112f32e585ad,MN49 Happily Ever After: Pink Fine Glitter Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,out_of_stock,https://www.missnella.com/products/mn49-happily-ever-after-3-pack,https://www.missnella.com/products/mn49-happily-ever-after-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e804b5b2c3fe9b68fc346fbe,MN51 If The Shoe Fits: Gold Fine Glitter Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn51-if-the-shoe-fits-3-pack,https://www.missnella.com/products/mn51-if-the-shoe-fits-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_ea41a1679acc205877e56908,MN52 Once Upon A Time: Light Blue Fine Glitter Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn52-once-upon-a-time-3-pack,https://www.missnella.com/products/mn52-once-upon-a-time-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_a81192861b0548c169fdc18a,WH | ‘Cool Like Me’ Roll On Perfume,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,5.99,USD,in_stock,https://www.missnella.com/products/copy-of-cool-like-me-roll-on-oil-perfume,https://www.missnella.com/products/copy-of-cool-like-me-roll-on-oil-perfume,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_36da2fe580334c9f860e6ccd,WH | ‘Sweet Like Me’ Roll On Perfume,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,5.99,USD,in_stock,https://www.missnella.com/products/sweet-like-me-roll-on-oil-perfume-pack-of-2,https://www.missnella.com/products/sweet-like-me-roll-on-oil-perfume-pack-of-2,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e9aed78a3e3565faa4f79274,WH | Cutie In Bloom Nail Stickers,beauty_formula,missing_full_inci|missing_how_to,low_quality,review_required,false,false,true,1.49,USD,in_stock,https://www.missnella.com/products/wh-pretty-pop-nail-stickers-copy,https://www.missnella.com/products/wh-pretty-pop-nail-stickers-copy,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_a4e0feeb2b9b60faf69a3744,WH | Cutie Pie Lip Balm,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,1.95,USD,in_stock,https://www.missnella.com/products/xl-lip-balm-cutie-pie-pack-of-3,https://www.missnella.com/products/xl-lip-balm-cutie-pie-pack-of-3,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_088385a34673307ec7d90d23,WH | Golden Sands Eye Shadow,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,2.3,USD,in_stock,https://www.missnella.com/products/eye-shadow-golden-sands-pack-of-5,https://www.missnella.com/products/eye-shadow-golden-sands-pack-of-5,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_8ffdefaea0efb70cb730a670,WH | Lavender Fields Eye Shadow,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,2.3,USD,in_stock,https://www.missnella.com/products/eyeshadow-duo-lavender-fields-pack-of-3,https://www.missnella.com/products/eyeshadow-duo-lavender-fields-pack-of-3,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_36ce25215b20df0b07a5249b,WH | Lip Balm Retail Display *Organic Lip Balm Collection*,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,53.75,USD,out_of_stock,https://www.missnella.com/products/xl-lip-balm-retail-display-organic-lip-balm-collection,https://www.missnella.com/products/xl-lip-balm-retail-display-organic-lip-balm-collection,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_ce9afe62b715b4fad61face6,WH | Lollypop Blush,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,2.3,USD,in_stock,https://www.missnella.com/products/blush-lollypop-pack-of-3,https://www.missnella.com/products/blush-lollypop-pack-of-3,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_af758de3d843c03fe9548105,WH | Luvvy Wuvvy Lip Balm,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,1.95,USD,in_stock,https://www.missnella.com/products/xl-lip-balm-luvvy-wuvvy-pack-of-5,https://www.missnella.com/products/xl-lip-balm-luvvy-wuvvy-pack-of-5,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_8f2cb8f0cc6857a78ebdd5f9,WH | Once Upon a Nail Stickers,beauty_formula,missing_full_inci|missing_how_to,low_quality,review_required,false,false,true,1.49,USD,in_stock,https://www.missnella.com/products/once-upon-a-nail-stickers-1,https://www.missnella.com/products/once-upon-a-nail-stickers-1,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_53d8b7377873cf1ae1001c1b,WH | Pomegranate Fizz Blush,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,2.3,USD,in_stock,https://www.missnella.com/products/blush-pomegranate-fizz-pack-of-3,https://www.missnella.com/products/blush-pomegranate-fizz-pack-of-3,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_52fecdaf5a439f0211547627,WH | Pretty Pop Nail Stickers,beauty_formula,missing_full_inci|missing_how_to,low_quality,review_required,false,false,true,1.49,USD,in_stock,https://www.missnella.com/products/wh-pretty-pop-nail-stickers,https://www.missnella.com/products/wh-pretty-pop-nail-stickers,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_0d43c2e4f17599db42623f5f,WH | Snow Cute Nail Stickers,beauty_formula,missing_full_inci|missing_how_to,low_quality,review_required,false,false,true,1.49,USD,in_stock,https://www.missnella.com/products/wh-snow-cute-nail-stickers,https://www.missnella.com/products/wh-snow-cute-nail-stickers,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_5f24f69f578451c59693798b,WH | Sugar Plum Lip Balm,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,true,1.95,USD,in_stock,https://www.missnella.com/products/xl-lip-balm-sugar-plum-pack-of-5,https://www.missnella.com/products/xl-lip-balm-sugar-plum-pack-of-5,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P0,partner_how_to_request,Moss & Noor,mossnoor.com,ext_a7ab937f43db2868c6f9e383,After Workout Shower Gel – Clean Eucalyptus,beauty_formula,missing_how_to,low_quality,approved,false,false,true,10,USD,in_stock,https://mossnoor.com/products/after-workout-shower-gel-clean-eucalyptus,https://mossnoor.com/products/after-workout-shower-gel-clean-eucalyptus,skipped,200,,0,0,0,official product-specific directions / how-to,Beauty-formula row has INCI coverage but lacks source-backed product-specific directions. Request official directions/how-to.
P0,partner_full_inci_and_how_to_request,Moss & Noor,mossnoor.com,ext_83b8555768814cac5243aef1,After Workout Shower Gel – Crispy Cucumber 500 ml,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,16,USD,in_stock,https://mossnoor.com/products/after-workout-shower-gel-crispy-cucumber,https://mossnoor.com/products/after-workout-shower-gel-crispy-cucumber,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Moss & Noor,mossnoor.com,ext_67472974111568c15ac3920d,After Workout Shower Gel – Fresh Grapefruit,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,10,USD,in_stock,https://mossnoor.com/products/shower-gel,https://mossnoor.com/products/shower-gel,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Moss & Noor,mossnoor.com,ext_cf945cc7bfe99bf9864bd6df,After Workout Shower Gel – Fresh Grapefruit 500 ml,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,16,USD,in_stock,https://mossnoor.com/products/after-workout-shower-gel-fresh-grapefruit-500-ml,https://mossnoor.com/products/after-workout-shower-gel-fresh-grapefruit-500-ml,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Moss & Noor,mossnoor.com,ext_876342422f9629ea9363953c,After Workout Shower Gel – Light Mint,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,10,USD,in_stock,https://mossnoor.com/products/after-workout-shower-gel-light-mint,https://mossnoor.com/products/after-workout-shower-gel-light-mint,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_request,OILUJ,oiluj.com,ext_ab35eb07e8635bb1e1be3ebf,"OILÙJ, Life Oil",beauty_formula,missing_full_inci,none,approved,true,true,true,65,USD,in_stock,http://www.oiluj.com/store/p5/OIL%C3%99J%2C_Life_Oil.html,http://www.oiluj.com/store/p5/OIL%C3%99J%2C_Life_Oil.html,skipped,200,,0,0,0,official full INCI / complete ingredients,Beauty-formula row is blocked primarily by missing full INCI. Request official complete ingredients from brand/partner source.
P0,partner_full_inci_request,OILUJ,oiluj.com,ext_1493a61baf165a6c00e4977b,"OILÙJ, Life Oil: Organic Moringa/ French Lavender Blend",beauty_formula,missing_full_inci,none,approved,true,true,true,65,USD,in_stock,http://www.oiluj.com/store/p12/OIL%C3%99J%2C_Life_Oil%3A_Organic_Moringa%2F_French_Lavender_Blend.html,http://www.oiluj.com/store/p12/OIL%C3%99J%2C_Life_Oil%3A_Organic_Moringa%2F_French_Lavender_Blend.html,skipped,200,,0,0,0,official full INCI / complete ingredients,Beauty-formula row is blocked primarily by missing full INCI. Request official complete ingredients from brand/partner source.
P0,partner_full_inci_request,OILUJ,oiluj.com,ext_07cfaab25950196c3ec1b5f3,"OILÙJ, Life Oil: Organic Moringa/Sandalwood Blend",beauty_formula,missing_full_inci,none,approved,true,true,true,65,USD,in_stock,http://www.oiluj.com/store/p11/OIL%C3%99J%2C_Life_Oil%3A_Organic_Moringa%2FSandalwood_Blend.html,http://www.oiluj.com/store/p11/OIL%C3%99J%2C_Life_Oil%3A_Organic_Moringa%2FSandalwood_Blend.html,skipped,200,,0,0,0,official full INCI / complete ingredients,Beauty-formula row is blocked primarily by missing full INCI. Request official complete ingredients from brand/partner source.
P3,non_formula_or_terminal_hold_candidate,RMS Beauty,rmsbeauty.com,ext_9ed40a265f7b8f06d4c05645,The Artist Toolkit,beauty_formula,missing_or_short_description|missing_full_inci|missing_how_to,low_quality,approved,true,false,false,187,USD,in_stock,https://www.rmsbeauty.com/products/the-artist-toolkit,https://www.rmsbeauty.com/products/the-artist-toolkit,skipped,200,,0,0,0,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
P3,non_formula_or_terminal_hold_candidate,UpCircle Beauty,upcirclebeauty.com,ext_092b6aa9139491c529586778,Bamboo Cotton Buds - 200 Pieces,beauty_formula,missing_full_inci|missing_how_to,none,approved,true,true,false,7,USD,in_stock,https://upcirclebeauty.com/products/bamboo-cotton-buds,https://upcirclebeauty.com/products/bamboo-cotton-buds,dry_run,200,pdp_how_to_use_raw|pdp_details_sections,0,122,3,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
P3,non_formula_or_terminal_hold_candidate,UpCircle Beauty,upcirclebeauty.com,ext_08c2ddfec1c05e891513988b,Organic Muslin Face Cloths,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,15,USD,in_stock,https://upcirclebeauty.com/products/organic-muslin-cloths,https://upcirclebeauty.com/products/organic-muslin-cloths,dry_run,200,pdp_how_to_use_raw|pdp_details_sections,0,361,3,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
P3,non_formula_or_terminal_hold_candidate,UpCircle Beauty,upcirclebeauty.com,ext_ab96b5d595d2fcba9ab8e9b6,Refill Safety Razor Blades – Pack Of 10,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,5,USD,in_stock,https://upcirclebeauty.com/products/refill-razor-blades,https://upcirclebeauty.com/products/refill-razor-blades,dry_run,200,pdp_details_sections,0,0,3,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
P3,non_formula_or_terminal_hold_candidate,UpCircle Beauty,upcirclebeauty.com,ext_f79a99a09a933e731880cdfb,Safety Razor Stand,beauty_formula,missing_full_inci|missing_how_to,none,approved,true,true,true,14,USD,in_stock,https://upcirclebeauty.com/products/safety-razor-stand,https://upcirclebeauty.com/products/safety-razor-stand,dry_run,200,pdp_how_to_use_raw|pdp_details_sections,0,529,3,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
P3,non_formula_or_terminal_hold_candidate,UpCircle Beauty,upcirclebeauty.com,ext_48bff725ea55adb2e644f108,UpCycled Beauty Hardback Book,beauty_formula,missing_full_inci|missing_how_to,low_quality,approved,false,false,true,24,USD,in_stock,https://upcirclebeauty.com/products/homemade-beauty-recipe-book,https://upcirclebeauty.com/products/homemade-beauty-recipe-book,dry_run,200,pdp_details_sections,0,0,3,taxonomy confirmation only; no INCI/how-to request unless formula eligibility is proven,"Utility, accessory, book, service, or kit-like surface. Keep held unless product taxonomy confirms it belongs in beauty formula serving."
